orderid,saleamount,profitrate,profit,shippingdate,country,district,city,subclass,customer,discount,num,province,class,type,orderdate
CN-2017-2998954,1342,46%,617,2017/8/11,中国,华北,唐山,书架,曾辉,0.00 ,2,河北,家具,消费者,2017/8/6
CN-2018-5896840,1568,19%,298,2018/11/24,中国,华北,石家庄,书架,殷丽雪,0.00 ,2,河北,家具,消费者,2018/11/19
CN-2017-5378913,1144,40%,457,2017/8/12,中国,华北,衡水,书架,韩杰,0.00 ,2,河北,家具,消费者,2017/8/8
CN-2017-2693856,1259,27%,340,2017/12/24,中国,华北,北京,椅子,秦芯,0.00 ,2,北京,家具,消费者,2017/12/19
CN-2018-5927801,1259,27%,340,2018/8/20,中国,华北,北京,椅子,贾君,0.00 ,2,北京,家具,消费者,2018/8/15
CN-2015-2558627,879,14%,123,2015/12/14,中国,华北,太原,椅子,李康,0.00 ,2,山西,家具,消费者,2015/12/8
CN-2015-2558627,4328,47%,2034,2015/12/14,中国,华北,太原,椅子,李康,0.00 ,2,山西,家具,消费者,2015/12/8
CN-2018-2306215,1196,12%,143,2018/7/3,中国,华北,太原,椅子,郝柏,0.00 ,2,山西,家具,消费者,2018/6/29
CN-2017-4856468,767,4%,31,2017/4/1,中国,华北,晋城,椅子,黄磊,0.00 ,2,山西,家具,消费者,2017/3/25
CN-2017-2998954,541,23%,124,2017/8/11,中国,华北,唐山,椅子,曾辉,0.00 ,2,河北,家具,消费者,2017/8/6
CN-2018-3868597,1512,19%,287,2018/7/20,中国,华北,廊坊,椅子,施旺,0.00 ,2,河北,家具,消费者,2018/7/14
US-2018-1610589,999,5%,50,2018/11/9,中国,华北,天津,用具,潘磊,0.00 ,2,天津,家具,消费者,2018/11/5
CN-2016-5838362,188,20%,38,2016/7/9,中国,华北,忻州,用具,王庆缘,0.00 ,2,山西,家具,消费者,2016/7/4
CN-2015-3867173,409,37%,151,2015/12/6,中国,华北,任丘,用具,苏磊,0.00 ,2,河北,家具,消费者,2015/12/1
CN-2018-5480180,218,31%,67,2018/4/12,中国,华北,石家庄,用具,邓姝,0.00 ,2,河北,家具,消费者,2018/4/8
CN-2017-3555396,5119,42%,2150,2017/10/15,中国,华北,北京,书架,俞明,0.00 ,3,北京,家具,消费者,2017/10/9
CN-2017-4141331,1744,31%,541,2017/2/12,中国,华北,北京,书架,方惠,0.00 ,3,北京,家具,消费者,2017/2/5
CN-2018-3022026,5136,28%,1438,2018/11/6,中国,华北,天津,书架,田立,0.00 ,3,天津,家具,消费者,2018/11/2
CN-2018-3322413,5743,11%,632,2018/12/28,中国,华北,临汾,书架,施旺,0.00 ,3,山西,家具,消费者,2018/12/23
CN-2017-2693856,2522,20%,504,2017/12/24,中国,华北,北京,椅子,秦芯,0.00 ,3,北京,家具,消费者,2017/12/19
CN-2018-3529472,811,23%,186,2018/9/30,中国,华北,塘沽,椅子,罗安,0.00 ,3,天津,家具,消费者,2018/9/26
US-2015-4676940,643,40%,257,2015/3/9,中国,华北,汉沽,椅子,冯立,0.00 ,3,天津,家具,消费者,2015/3/2
CN-2017-3189070,727,8%,58,2017/7/27,中国,华北,北京,用具,常崆,0.00 ,3,北京,家具,消费者,2017/7/23
CN-2016-5592498,663,50%,331,2016/7/16,中国,华北,北京,用具,秦蔓楚,0.00 ,3,北京,家具,消费者,2016/7/9
CN-2017-1300278,595,25%,149,2017/5/27,中国,华北,天津,用具,刘婵,0.00 ,3,天津,家具,消费者,2017/5/22
CN-2018-3834707,614,37%,227,2018/4/5,中国,华北,天津,用具,熊晨,0.00 ,3,天津,家具,消费者,2018/3/31
US-2017-3922494,794,10%,79,2017/8/17,中国,华北,天津,用具,贺升,0.00 ,3,天津,家具,消费者,2017/8/13
CN-2018-5956361,1628,35%,570,2018/9/13,中国,华北,天津,用具,邓姝,0.00 ,3,天津,家具,消费者,2018/9/8
CN-2017-2067445,685,16%,109,2017/10/16,中国,华北,承德,用具,刘立,0.00 ,3,河北,家具,消费者,2017/10/12
CN-2017-3865865,990,45%,445,2017/5/22,中国,华北,大同,椅子,孙壁,0.00 ,4,山西,家具,消费者,2017/5/16
CN-2017-1752478,1390,46%,640,2017/8/25,中国,华北,平遥,椅子,殷崆,0.00 ,4,山西,家具,消费者,2017/8/20
CN-2015-1070056,473,33%,156,2015/9/28,中国,华北,北京,用具,杨健,0.00 ,4,北京,家具,消费者,2015/9/23
CN-2018-5844938,416,18%,74,2018/8/1,中国,华北,天津,用具,邢盛,0.00 ,4,天津,家具,消费者,2018/7/28
CN-2017-4141331,1862,6%,111,2017/2/12,中国,华北,北京,椅子,方惠,0.00 ,5,北京,家具,消费者,2017/2/5
CN-2018-4853457,1348,35%,472,2018/1/19,中国,华北,北京,椅子,柯强,0.00 ,5,北京,家具,消费者,2018/1/14
CN-2016-4214287,1125,37%,416,2016/9/8,中国,华北,天津,椅子,白忠,0.00 ,5,天津,家具,消费者,2016/9/4
CN-2017-2067445,1733,29%,502,2017/10/16,中国,华北,承德,椅子,刘立,0.00 ,5,河北,家具,消费者,2017/10/12
CN-2015-4795502,1138,11%,125,2015/12/19,中国,华北,北京,用具,谈涛,0.00 ,5,北京,家具,消费者,2015/12/12
CN-2017-1300278,1179,48%,566,2017/5/27,中国,华北,天津,用具,刘婵,0.00 ,5,天津,家具,消费者,2017/5/22
US-2018-2505404,5433,14%,760,2018/4/17,中国,华北,北京,书架,任实,0.00 ,6,北京,家具,消费者,2018/4/13
CN-2018-3597477,10985,28%,3075,2018/5/23,中国,华北,长治,书架,郝婷,0.00 ,6,山西,家具,消费者,2018/5/19
CN-2016-2720607,4833,29%,1401,2016/6/2,中国,华北,秦皇岛,书架,洪康,0.00 ,6,河北,家具,消费者,2016/5/29
US-2017-2877300,622,21%,130,2017/9/30,中国,华北,长治,用具,刘婵,0.00 ,6,山西,家具,消费者,2017/9/24
CN-2016-2190451,4728,20%,945,2016/8/27,中国,华北,北京,书架,邱谦,0.00 ,7,北京,家具,消费者,2016/8/20
CN-2018-2187292,12733,20%,2546,2018/10/20,中国,华北,太原,书架,贺平,0.00 ,7,山西,家具,消费者,2018/10/15
CN-2018-1374105,5514,12%,662,2018/3/23,中国,华北,张家口,书架,黄磊,0.00 ,7,河北,家具,消费者,2018/3/19
CN-2017-3865865,4677,3%,140,2017/5/22,中国,华北,大同,椅子,孙壁,0.00 ,7,山西,家具,消费者,2017/5/16
CN-2016-3874208,1501,40%,600,2016/11/21,中国,华北,大同,椅子,邓达侠,0.00 ,7,山西,家具,消费者,2016/11/16
CN-2018-1374105,932,30%,279,2018/3/23,中国,华北,张家口,用具,黄磊,0.00 ,7,河北,家具,消费者,2018/3/19
CN-2016-2877300,14472,43%,6223,2016/8/13,中国,华北,北京,书架,廖松,0.00 ,8,北京,家具,消费者,2016/8/8
US-2017-2877300,5593,26%,1454,2017/11/9,中国,华北,天津,书架,许绅,0.00 ,8,天津,家具,消费者,2017/11/4
CN-2018-1007278,15387,4%,615,2018/8/31,中国,华北,邯郸,书架,陶德伟,0.00 ,8,河北,家具,消费者,2018/8/25
CN-2018-5956361,1846,49%,904,2018/9/13,中国,华北,天津,椅子,邓姝,0.00 ,8,天津,家具,消费者,2018/9/8
CN-2017-3382200,1878,28%,525,2017/9/12,中国,华北,北京,用具,赵幂,0.00 ,8,北京,家具,消费者,2017/9/5
CN-2018-3205176,18368,32%,5877,2018/4/5,中国,华北,阳泉,书架,陶昌,0.00 ,9,山西,家具,消费者,2018/3/30
CN-2016-2979175,6978,31%,2162,2016/11/23,中国,华北,天津,椅子,邓保,0.00 ,9,天津,家具,消费者,2016/11/17
CN-2015-3867173,5520,30%,1656,2015/12/6,中国,华北,任丘,椅子,苏磊,0.00 ,9,河北,家具,消费者,2015/12/1
CN-2016-3132720,1465,30%,439,2016/5/16,中国,华北,天津,用具,麦磊,0.00 ,11,天津,家具,消费者,2016/5/11
US-2015-1021233,3360,-8%,-269,2015/9/30,中国,华北,天津,桌子,彭雯,0.25 ,2,天津,家具,消费者,2015/9/23
CN-2016-1599696,5441,20%,1088,2016/6/3,中国,华北,天津,桌子,贺斯云,0.25 ,3,天津,家具,消费者,2016/5/28
CN-2018-5731370,5415,17%,938,2018/10/24,中国,华北,太原,桌子,潘锦,0.25 ,3,山西,家具,消费者,2018/10/19
CN-2015-5035540,2981,29%,874,2015/10/8,中国,华北,石家庄,桌子,涂德伟,0.25 ,3,河北,家具,消费者,2015/10/4
CN-2017-1900344,5606,17%,972,2017/2/13,中国,华北,晋城,桌子,赵升,0.25 ,5,山西,家具,消费者,2017/2/9
US-2018-1172542,7760,-1%,-104,2018/7/1,中国,华北,张家口,桌子,韩丽华,0.25 ,5,河北,家具,消费者,2018/6/27
CN-2018-5956361,6684,-29%,-1961,2018/9/13,中国,华北,天津,桌子,邓姝,0.25 ,6,天津,家具,消费者,2018/9/8
US-2018-1184235,18998,-3%,-507,2018/10/14,中国,华北,秦皇岛,桌子,郝绅,0.25 ,6,河北,家具,消费者,2018/10/9
CN-2016-5082514,2597,12%,303,2016/11/28,中国,华北,乌海,椅子,陈昌,0.40 ,2,内蒙古,家具,消费者,2016/11/22
US-2017-4479160,253,-58%,-148,2017/8/14,中国,华北,海拉尔,椅子,邢盛,0.40 ,2,内蒙古,家具,消费者,2017/8/9
US-2018-5315398,2598,-15%,-390,2018/3/13,中国,华北,通辽,椅子,田淑芳,0.40 ,2,内蒙古,家具,消费者,2018/3/6
US-2018-5320363,528,-43%,-229,2018/2/12,中国,华北,通辽,椅子,苏晒明,0.40 ,2,内蒙古,家具,消费者,2018/2/6
US-2018-5320363,383,12%,45,2018/2/12,中国,华北,通辽,椅子,苏晒明,0.40 ,2,内蒙古,家具,消费者,2018/2/6
CN-2015-2875530,1400,-47%,-654,2015/8/12,中国,华北,加格达奇,椅子,薛关茵,0.40 ,3,内蒙古,家具,消费者,2015/8/5
CN-2016-4292548,921,-60%,-553,2016/2/6,中国,华北,集宁,椅子,宋立,0.40 ,4,内蒙古,家具,消费者,2016/2/2
CN-2018-1726701,5783,-7%,-386,2018/10/28,中国,华北,呼和浩特,书架,巩荣,0.40 ,5,内蒙古,家具,消费者,2018/10/23
CN-2015-4820840,2373,0%,0,2015/2/5,中国,华北,集宁,书架,薛君,0.40 ,7,内蒙古,家具,消费者,2015/1/31
CN-2017-5592498,1003,-30%,-301,2017/11/27,中国,华北,集宁,桌子,徐谙,0.60 ,2,内蒙古,家具,消费者,2017/11/22
CN-2017-1510100,141,18%,25,2017/11/23,中国,西北,西安,用具,巩辉,0.00 ,1,陕西,家具,消费者,2017/11/19
CN-2016-2648094,228,26%,59,2016/10/14,中国,西北,铜川,用具,黄康,0.00 ,1,陕西,家具,消费者,2016/10/9
CN-2015-4853457,4084,15%,613,2015/6/5,中国,西北,昌吉,书架,林丹,0.00 ,2,新疆,家具,消费者,2015/5/30
CN-2017-1007278,484,27%,130,2017/11/12,中国,西北,榆林,用具,薛关茵,0.00 ,2,陕西,家具,消费者,2017/11/8
CN-2015-4641447,480,35%,168,2015/10/4,中国,西北,西安,用具,俞荷,0.00 ,2,陕西,家具,消费者,2015/9/30
CN-2017-1510100,6460,44%,2842,2017/11/23,中国,西北,西安,椅子,巩辉,0.00 ,3,陕西,家具,消费者,2017/11/19
CN-2017-1510100,724,49%,354,2017/11/23,中国,西北,西安,椅子,巩辉,0.00 ,3,陕西,家具,消费者,2017/11/19
US-2016-3360468,3070,8%,245,2016/5/22,中国,西北,咸阳,椅子,沈彩,0.00 ,4,陕西,家具,消费者,2016/5/17
CN-2017-2187292,8488,23%,1952,2017/3/20,中国,西北,咸阳,椅子,黄磊,0.00 ,4,陕西,家具,消费者,2017/3/15
CN-2017-1510100,2393,12%,287,2017/11/23,中国,西北,西安,椅子,巩辉,0.00 ,4,陕西,家具,消费者,2017/11/19
US-2017-2560123,3519,2%,70,2017/3/22,中国,西北,西安,书架,秦宁,0.00 ,5,陕西,家具,消费者,2017/3/18
CN-2018-4092793,1733,29%,502,2018/12/3,中国,西北,咸阳,椅子,韦绅,0.00 ,5,陕西,家具,消费者,2018/11/27
CN-2017-5673737,11051,44%,4862,2017/11/29,中国,西北,西安,椅子,郭莲,0.00 ,5,陕西,家具,消费者,2017/11/25
CN-2017-1510100,1142,27%,308,2017/11/23,中国,西北,西安,用具,巩辉,0.00 ,5,陕西,家具,消费者,2017/11/19
CN-2018-1090625,4514,1%,45,2018/3/30,中国,西北,阿克苏,椅子,肖保,0.00 ,6,新疆,家具,消费者,2018/3/24
CN-2018-2511714,1147,45%,516,2018/12/22,中国,西北,西安,用具,谭珊,0.00 ,6,陕西,家具,消费者,2018/12/18
US-2017-2560123,2094,18%,376,2017/3/22,中国,西北,西安,椅子,秦宁,0.00 ,7,陕西,家具,消费者,2017/3/18
CN-2017-5667067,1002,48%,480,2017/11/12,中国,西北,西安,用具,冯丽丽,0.00 ,9,陕西,家具,消费者,2017/11/6
CN-2018-2055991,7092,36%,2552,2018/9/18,中国,西北,汉中,书架,徐君,0.00 ,10,陕西,家具,消费者,2018/9/14
CN-2017-2606671,422,-63%,-268,2017/3/14,中国,西北,兰州,书架,卢爽,0.40 ,1,甘肃,家具,消费者,2017/3/8
CN-2015-2330845,416,-5%,-21,2015/2/6,中国,西北,兰州,书架,彭彩,0.40 ,1,甘肃,家具,消费者,2015/2/1
US-2015-5495957,202,-7%,-13,2015/6/7,中国,西北,肃州,椅子,黄婷,0.40 ,1,甘肃,家具,消费者,2015/6/3
CN-2018-5088117,45,17%,7,2018/10/3,中国,西北,肃州,用具,黄磊,0.40 ,1,甘肃,家具,消费者,2018/9/29
CN-2017-2969769,4887,-43%,-2118,2017/6/4,中国,西北,石嘴山,桌子,武廷,0.40 ,2,宁夏,家具,消费者,2017/5/30
CN-2018-1090625,1850,-17%,-308,2018/3/30,中国,西北,阿克苏,桌子,肖保,0.40 ,2,新疆,家具,消费者,2018/3/24
CN-2018-5679752,253,0%,0,2018/2/23,中国,西北,平凉,用具,吕灵,0.40 ,2,甘肃,家具,消费者,2018/2/17
CN-2015-1786532,1192,13%,159,2015/10/13,中国,西北,兰州,书架,柯娜,0.40 ,3,甘肃,家具,消费者,2015/10/8
US-2015-2530333,3286,-57%,-1862,2015/6/12,中国,西北,嘉峪关,书架,王丹,0.40 ,3,甘肃,家具,消费者,2015/6/8
US-2017-5247158,934,7%,62,2017/6/11,中国,西北,肃州,用具,潘惠,0.40 ,3,甘肃,家具,消费者,2017/6/6
US-2015-2530333,949,15%,142,2015/6/12,中国,西北,嘉峪关,椅子,王丹,0.40 ,4,甘肃,家具,消费者,2015/6/8
CN-2015-2823186,725,-22%,-157,2015/5/17,中国,西北,肃州,用具,楚杰,0.40 ,5,甘肃,家具,消费者,2015/5/12
CN-2015-1594949,2232,-23%,-521,2015/5/20,中国,西北,兰州,椅子,邓保,0.40 ,6,甘肃,家具,消费者,2015/5/16
CN-2015-2844736,3846,-12%,-449,2015/3/13,中国,西北,张掖,书架,邢良,0.40 ,7,甘肃,家具,消费者,2015/3/9
US-2017-5386927,4331,-17%,-723,2017/10/3,中国,西北,肃州,书架,黄娜,0.40 ,9,甘肃,家具,消费者,2017/9/28
US-2015-2530333,2895,-148%,-4270,2015/6/12,中国,西北,嘉峪关,桌子,王丹,0.60 ,3,甘肃,家具,消费者,2015/6/8
CN-2015-2000071,624,22%,137,2015/11/22,中国,西南,海口,椅子,黄丽,0.00 ,1,海南,家具,消费者,2015/11/16
CN-2016-5672005,457,42%,192,2016/10/29,中国,西南,拉萨,椅子,郝升,0.00 ,1,西藏,家具,消费者,2016/10/25
CN-2017-4309040,104,10%,10,2017/3/4,中国,西南,重庆,用具,吕兰,0.00 ,1,重庆,家具,消费者,2017/2/27
CN-2018-5373243,117,49%,57,2018/11/11,中国,西南,重庆,用具,洪黎明,0.00 ,1,重庆,家具,消费者,2018/11/7
CN-2015-3230543,1387,38%,527,2015/10/13,中国,西南,永川,书架,常盛,0.00 ,2,重庆,家具,消费者,2015/10/6
CN-2018-3108642,3392,42%,1424,2018/11/11,中国,西南,永川,书架,谢君,0.00 ,2,重庆,家具,消费者,2018/11/7
CN-2018-4141331,558,21%,117,2018/4/10,中国,西南,安顺,椅子,秦梦,0.00 ,2,贵州,家具,消费者,2018/4/6
CN-2017-5007229,549,47%,258,2017/12/15,中国,西南,铜仁,椅子,葛彩,0.00 ,2,贵州,家具,消费者,2017/12/10
CN-2016-5385461,235,44%,103,2016/12/23,中国,西南,重庆,用具,万莞颖,0.00 ,2,重庆,家具,消费者,2016/12/17
CN-2018-2372663,410,34%,139,2018/12/25,中国,西南,重庆,用具,曹冬露,0.00 ,2,重庆,家具,消费者,2018/12/21
CN-2016-3192892,1980,49%,970,2016/1/9,中国,西南,开远,书架,佘宁,0.00 ,3,云南,家具,消费者,2016/1/4
CN-2016-5385461,5800,28%,1624,2016/12/23,中国,西南,重庆,书架,万莞颖,0.00 ,3,重庆,家具,消费者,2016/12/17
CN-2016-2386979,776,25%,194,2016/12/14,中国,西南,昭通,椅子,严盛,0.00 ,3,云南,家具,消费者,2016/12/7
CN-2017-1165982,1183,38%,449,2017/11/6,中国,西南,连然,椅子,程安,0.00 ,3,云南,家具,消费者,2017/11/1
CN-2015-2386979,2059,12%,247,2015/3/1,中国,西南,威宁,椅子,金诚,0.00 ,3,贵州,家具,消费者,2015/2/24
US-2016-1031662,2467,8%,197,2016/12/23,中国,西南,遵义,椅子,彭虹,0.00 ,3,贵州,家具,消费者,2016/12/18
CN-2015-3230543,1840,30%,552,2015/10/13,中国,西南,永川,椅子,常盛,0.00 ,3,重庆,家具,消费者,2015/10/6
CN-2017-3497234,609,24%,146,2017/7/2,中国,西南,重庆,椅子,孟虢,0.00 ,3,重庆,家具,消费者,2017/6/26
CN-2018-3636322,692,49%,339,2018/5/23,中国,西南,重庆,椅子,戴立,0.00 ,3,重庆,家具,消费者,2018/5/18
CN-2017-4591322,792,27%,214,2017/5/21,中国,西南,毕节,用具,俞丹,0.00 ,3,贵州,家具,消费者,2017/5/17
CN-2015-5359666,727,4%,29,2015/8/12,中国,西南,重庆,用具,武廷,0.00 ,3,重庆,家具,消费者,2015/8/8
US-2018-1184235,702,5%,35,2018/12/20,中国,西南,重庆,用具,田丽美,0.00 ,3,重庆,家具,消费者,2018/12/14
CN-2016-3192892,3247,43%,1396,2016/1/9,中国,西南,开远,椅子,佘宁,0.00 ,4,云南,家具,消费者,2016/1/4
CN-2018-2556865,3962,11%,435,2018/7/23,中国,西南,昆明,书架,邓达侠,0.00 ,5,云南,家具,消费者,2018/7/17
CN-2015-2203847,10186,8%,815,2015/6/28,中国,西南,开化,书架,白忠,0.00 ,6,云南,家具,消费者,2015/6/23
CN-2018-5631342,11540,4%,461,2018/7/7,中国,西南,海口,书架,殷崆,0.00 ,6,海南,家具,消费者,2018/7/3
CN-2018-2372663,3472,25%,868,2018/12/25,中国,西南,重庆,书架,曹冬露,0.00 ,6,重庆,家具,消费者,2018/12/21
CN-2015-2203847,3777,27%,1020,2015/6/28,中国,西南,开化,椅子,白忠,0.00 ,6,云南,家具,消费者,2015/6/23
CN-2017-1564715,13324,19%,2531,2017/1/14,中国,西南,重庆,椅子,程安,0.00 ,6,重庆,家具,消费者,2017/1/9
CN-2016-2386979,1232,26%,320,2016/12/14,中国,西南,昭通,用具,严盛,0.00 ,6,云南,家具,消费者,2016/12/7
CN-2016-4479160,2979,6%,178,2016/4/7,中国,西南,曲靖,椅子,潘莞颖,0.00 ,8,云南,家具,消费者,2016/4/3
CN-2016-1569506,1873,5%,93,2016/2/14,中国,西南,昆明,用具,殷丽雪,0.00 ,8,云南,家具,消费者,2016/2/9
CN-2017-4309040,987,26%,256,2017/3/4,中国,西南,重庆,用具,吕兰,0.00 ,8,重庆,家具,消费者,2017/2/27
CN-2017-1172542,1245,39%,484,2017/8/19,中国,西南,海口,用具,郝惠,0.00 ,14,海南,家具,消费者,2017/8/15
CN-2018-5869494,474,3%,16,2018/12/22,中国,西南,内江,书架,殷丽雪,0.40 ,1,四川,家具,消费者,2018/12/16
CN-2016-2560123,237,-3%,-8,2016/9/30,中国,西南,成都,椅子,周康,0.40 ,1,四川,家具,消费者,2016/9/25
CN-2016-2560123,223,-57%,-127,2016/9/30,中国,西南,成都,椅子,周康,0.40 ,1,四川,家具,消费者,2016/9/25
CN-2018-3281446,385,-3%,-13,2018/7/4,中国,西南,江油,椅子,程安,0.40 ,1,四川,家具,消费者,2018/6/29
CN-2017-5592498,71,-58%,-41,2017/4/16,中国,西南,成都,用具,陶恒,0.40 ,1,四川,家具,消费者,2017/4/12
CN-2016-2560123,683,-65%,-444,2016/9/30,中国,西南,成都,书架,周康,0.40 ,2,四川,家具,消费者,2016/9/25
US-2015-2556865,701,-63%,-444,2015/2/11,中国,西南,成都,书架,高凤,0.40 ,2,四川,家具,消费者,2015/2/7
CN-2017-2310505,2035,3%,68,2017/5/20,中国,西南,江油,书架,邢毅,0.40 ,2,四川,家具,消费者,2017/5/14
CN-2016-1261828,692,10%,69,2016/10/12,中国,西南,遂宁,书架,陶盛,0.40 ,2,四川,家具,消费者,2016/10/7
CN-2016-1261828,953,-52%,-493,2016/10/12,中国,西南,遂宁,书架,陶盛,0.40 ,2,四川,家具,消费者,2016/10/7
CN-2015-2203847,1769,-8%,-147,2015/6/28,中国,西南,开化,桌子,白忠,0.40 ,2,云南,家具,消费者,2015/6/23
US-2017-3403395,718,-47%,-335,2017/6/24,中国,西南,成都,椅子,常明媚,0.40 ,2,四川,家具,消费者,2017/6/20
US-2016-3289723,335,-32%,-106,2016/6/24,中国,西南,成都,椅子,汤欢悦,0.40 ,2,四川,家具,消费者,2016/6/18
CN-2018-5956912,535,-43%,-232,2018/5/22,中国,西南,江油,椅子,俞毅,0.40 ,2,四川,家具,消费者,2018/5/18
CN-2017-2310505,987,-53%,-526,2017/5/20,中国,西南,江油,椅子,邢毅,0.40 ,2,四川,家具,消费者,2017/5/14
CN-2017-5569894,271,-10%,-27,2017/7/6,中国,西南,内江,用具,卢伟,0.40 ,2,四川,家具,消费者,2017/7/2
CN-2016-1424056,1434,17%,239,2016/12/28,中国,西南,成都,书架,丁崆,0.40 ,3,四川,家具,消费者,2016/12/24
US-2015-2556865,3295,-20%,-659,2015/2/11,中国,西南,成都,书架,高凤,0.40 ,3,四川,家具,消费者,2015/2/7
US-2016-2045726,1215,-8%,-102,2016/6/21,中国,西南,宜宾,椅子,俞明,0.40 ,3,四川,家具,消费者,2016/6/14
US-2018-1776641,3906,-67%,-2604,2018/8/8,中国,西南,广元,椅子,万虹,0.40 ,3,四川,家具,消费者,2018/8/4
US-2018-1346492,487,-28%,-138,2018/3/8,中国,西南,自贡,椅子,郝廉,0.40 ,3,四川,家具,消费者,2018/3/2
CN-2018-1187433,475,-22%,-103,2018/2/4,中国,西南,成都,用具,邢立荣,0.40 ,3,四川,家具,消费者,2018/1/30
CN-2018-3281446,211,-32%,-67,2018/7/4,中国,西南,江油,用具,程安,0.40 ,3,四川,家具,消费者,2018/6/29
US-2015-2872339,1610,10%,161,2015/8/26,中国,西南,内江,书架,白鹄,0.40 ,4,四川,家具,消费者,2015/8/20
CN-2016-3269021,1669,5%,83,2016/6/6,中国,西南,绵阳,书架,贺舟,0.40 ,4,四川,家具,消费者,2016/5/31
CN-2016-2386979,5762,3%,192,2016/12/14,中国,西南,昭通,桌子,严盛,0.40 ,4,云南,家具,消费者,2016/12/7
US-2016-5943918,1000,-55%,-550,2016/8/25,中国,西南,江油,椅子,冯巧,0.40 ,4,四川,家具,消费者,2016/8/21
CN-2017-2310505,1815,-35%,-635,2017/5/20,中国,西南,江油,椅子,邢毅,0.40 ,4,四川,家具,消费者,2017/5/14
CN-2016-3269021,646,-43%,-280,2016/6/6,中国,西南,绵阳,椅子,贺舟,0.40 ,4,四川,家具,消费者,2016/5/31
CN-2018-4092793,560,-7%,-37,2018/7/31,中国,西南,绵阳,用具,邢德伟,0.40 ,4,四川,家具,消费者,2018/7/25
US-2015-5648514,1999,-25%,-500,2015/7/12,中国,西南,成都,书架,邱谦,0.40 ,5,四川,家具,消费者,2015/7/6
CN-2016-3138520,2401,-65%,-1561,2016/4/17,中国,西南,成都,椅子,殷保,0.40 ,5,四川,家具,消费者,2016/4/13
CN-2017-2310505,811,-28%,-230,2017/5/20,中国,西南,江油,椅子,邢毅,0.40 ,5,四川,家具,消费者,2017/5/14
US-2018-5448418,2787,-23%,-651,2018/12/21,中国,西南,宜宾,椅子,常丽华,0.40 ,6,四川,家具,消费者,2018/12/16
US-2018-1776641,2471,-47%,-1153,2018/8/8,中国,西南,广元,椅子,万虹,0.40 ,6,四川,家具,消费者,2018/8/4
CN-2016-5488732,969,-43%,-420,2016/1/12,中国,西南,成都,椅子,涂博,0.40 ,6,四川,家具,消费者,2016/1/6
US-2018-5448418,1411,-7%,-94,2018/12/21,中国,西南,宜宾,椅子,常丽华,0.40 ,7,四川,家具,消费者,2018/12/16
CN-2017-5592498,2932,-47%,-1368,2017/4/16,中国,西南,成都,椅子,陶恒,0.40 ,7,四川,家具,消费者,2017/4/12
CN-2016-5873075,494,-58%,-288,2016/6/5,中国,西南,乐山,用具,徐谙,0.40 ,7,四川,家具,消费者,2016/6/1
CN-2017-2280831,2823,3%,94,2017/2/17,中国,西南,绵阳,书架,邢良,0.40 ,8,四川,家具,消费者,2017/2/13
CN-2017-3211633,2465,-28%,-699,2017/11/30,中国,西南,乐山,用具,赖聪,0.40 ,8,四川,家具,消费者,2017/11/25
CN-2016-2560123,3292,8%,274,2016/9/30,中国,西南,成都,椅子,周康,0.40 ,9,四川,家具,消费者,2016/9/25
CN-2017-3211633,1744,-68%,-1177,2017/11/30,中国,西南,乐山,桌子,赖聪,0.60 ,2,四川,家具,消费者,2017/11/25
CN-2016-2560123,2501,-110%,-2752,2016/9/30,中国,西南,成都,桌子,周康,0.60 ,4,四川,家具,消费者,2016/9/25
CN-2018-3350819,665,32%,213,2018/2/19,中国,东北,宜春,复印机,冯乐,0.00 ,1,黑龙江,技术,消费者,2018/2/18
CN-2016-3108642,1558,3%,46,2016/11/27,中国,东北,桦甸,电话,袁临耀,0.00 ,2,吉林,技术,消费者,2016/11/26
CN-2017-5278891,4978,37%,1842,2017/7/1,中国,东北,哈尔滨,复印机,卢芳,0.00 ,3,黑龙江,技术,消费者,2017/6/29
CN-2018-3417942,931,38%,354,2018/8/1,中国,东北,长春,电话,薛博,0.00 ,3,吉林,技术,消费者,2018/7/30
CN-2017-1826929,2352,48%,1129,2017/3/7,中国,东北,洮南,电话,叶琪,0.00 ,4,吉林,技术,消费者,2017/3/5
CN-2018-3857264,5635,36%,2028,2018/10/1,中国,东北,辽源,设备,涂德伟,0.00 ,4,吉林,技术,消费者,2018/9/28
CN-2018-3832812,2824,35%,988,2018/7/4,中国,东北,甘南,设备,廖保,0.00 ,5,黑龙江,技术,消费者,2018/7/1
CN-2018-1752478,8405,24%,2017,2018/9/28,中国,东北,长春,设备,戴立,0.00 ,6,吉林,技术,消费者,2018/9/26
CN-2016-4046246,21286,19%,4044,2016/5/25,中国,东北,长春,复印机,涂丽,0.00 ,12,吉林,技术,消费者,2016/5/24
CN-2017-5036114,790,-33%,-264,2017/9/5,中国,东北,大连,复印机,贺升,0.40 ,2,辽宁,技术,消费者,2017/9/4
US-2018-3382200,5344,-32%,-1693,2018/3/12,中国,东北,沈阳,电话,袁松,0.40 ,3,辽宁,技术,消费者,2018/3/10
CN-2016-2161331,667,8%,53,2016/10/12,中国,中南,南宁,复印机,夏彩,0.00 ,1,广西,技术,消费者,2016/10/9
CN-2018-5048976,212,42%,89,2018/2/2,中国,中南,耒阳,配件,郝升,0.00 ,1,湖南,技术,消费者,2018/1/30
